latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,Average Dist. to All Other Fires (meters)
-20.23551,-40.23385,308.84,1.02,1.01,2022-04-14 00:00:00,109,T,76,6.1NRT,294.23,6.14,N,3276151.033166233
-20.23684,-40.24362,319.2,1.02,1.01,2022-04-14 00:00:00,109,T,98,6.1NRT,293.99,14.92,N,3275357.03727958
-19.17959,-40.10115,307.4,1.01,1.0,2022-04-14 00:00:00,109,T,71,6.1NRT,292.09,6.5,N,3249460.209424242
-18.41339,-40.00769,303.66,1.0,1.0,2022-04-14 00:00:00,109,T,56,6.1NRT,292.97,3.94,N,3233245.4408719987
-18.41471,-40.01715,304.79,1.0,1.0,2022-04-14 00:00:00,109,T,62,6.1NRT,292.84,4.66,N,3232453.7971678823
-16.96996,-42.23721,301.46,1.13,1.06,2022-04-14 00:00:00,109,T,41,6.1NRT,290.68,4.44,N,3003546.1133172633
-16.97132,-42.24773,306.77,1.13,1.06,2022-04-14 00:00:00,109,T,69,6.1NRT,290.68,8.25,N,3002705.7958759484
-14.64964,-50.49849,301.75,4.03,1.86,2022-04-14 00:00:00,111,T,44,6.1NRT,285.24,27.85,N,2380476.4309952157
-12.93691,-44.35236,308.38,1.32,1.14,2022-04-14 00:00:00,111,T,74,6.1NRT,287.25,12.52,N,2769860.554838372
-12.93845,-44.36449,300.17,1.32,1.14,2022-04-14 00:00:00,111,T,11,6.1NRT,286.55,5.29,N,2768935.6863262267
-12.92666,-44.35377,323.94,1.32,1.14,2022-04-14 00:00:00,111,T,100,6.1NRT,288.18,31.33,N,2769674.3378614
-12.91791,-44.34848,301.06,1.32,1.14,2022-04-14 00:00:00,111,T,26,6.1NRT,287.26,5.87,N,2770018.4492435725
-12.91951,-44.36057,306.75,1.32,1.14,2022-04-14 00:00:00,111,T,69,6.1NRT,287.33,10.97,N,2769096.2262642942
-11.23794,-38.28506,304.22,1.24,1.11,2022-04-14 00:00:00,111,T,57,6.1NRT,293.41,5.88,N,3278149.36371801
-10.06485,-37.78046,305.93,1.39,1.17,2022-04-14 00:00:00,111,T,64,6.1NRT,294.14,8.62,N,3323974.82177473
-10.38814,-42.68484,305.34,1.04,1.02,2022-04-14 00:00:00,111,T,63,6.1NRT,284.8,7.8,N,2895784.648407085
-8.15281,-44.60109,302.74,1.2,1.09,2022-04-14 00:00:00,113,T,51,6.1NRT,289.85,6.03,N,2757517.3727473114
-5.39114,-43.1063,318.04,1.01,1.0,2022-04-14 00:00:00,113,T,96,6.1NRT,293.98,14.7,N,2915465.8628385914
-5.39241,-43.11533,312.66,1.01,1.0,2022-04-14 00:00:00,113,T,85,6.1NRT,293.73,10.1,N,2914727.239929885
-15.78825,-71.86153,308.84,2.33,1.48,2022-04-14 00:00:00,249,T,76,6.1NRT,265.16,52.4,N,2470278.93415003
-12.1128,-57.42367,300.79,3.05,1.66,2022-04-14 00:00:00,249,T,33,6.1NRT,287.92,16.6,N,2091242.5929686613
-12.11408,-57.42902,301.77,3.05,1.66,2022-04-14 00:00:00,249,T,44,6.1NRT,287.99,19.89,N,2091147.8033685193
-12.90913,-65.8414,303.34,1.0,1.0,2022-04-14 00:00:00,249,T,40,6.1NRT,280.49,6.24,N,2144013.714614309
-11.06054,-60.87742,308.93,1.74,1.29,2022-04-14 00:00:00,251,T,76,6.1NRT,285.92,18.47,N,2055889.123482368
-11.06309,-60.89314,309.75,1.73,1.29,2022-04-14 00:00:00,251,T,78,6.1NRT,286.05,19.76,N,2055902.4160377511
-9.58441,-62.45668,301.09,1.42,1.18,2022-04-14 00:00:00,251,T,30,6.1NRT,283.87,6.41,N,2057263.9991390172
5.58857,-65.9401,310.3,1.37,1.16,2022-04-14 00:00:00,256,T,80,6.1NRT,292.94,12.64,N,2222246.287606174
6.29997,-63.40553,304.15,2.18,1.43,2022-04-14 00:00:00,256,T,59,6.1NRT,290.25,14.94,N,2250765.8550531263
6.29744,-63.4251,303.17,2.17,1.43,2022-04-14 00:00:00,256,T,54,6.1NRT,290.18,13.24,N,2250385.9006902655
5.46735,-70.98355,303.28,1.06,1.03,2022-04-14 00:00:00,256,T,52,6.1NRT,292.0,3.55,N,2370273.6844597575
5.8622,-68.45585,306.65,1.04,1.02,2022-04-14 00:00:00,256,T,61,6.1NRT,294.97,5.57,N,2277712.5351498397
5.56578,-70.67981,309.03,1.03,1.02,2022-04-14 00:00:00,256,T,75,6.1NRT,288.83,7.54,N,2358588.87756782
5.56445,-70.68904,312.72,1.04,1.02,2022-04-14 00:00:00,256,T,85,6.1NRT,288.83,10.38,N,2358983.246928223
5.57487,-70.68113,306.67,1.03,1.02,2022-04-14 00:00:00,256,T,67,6.1NRT,288.46,6.04,N,2358907.8728734804
5.57354,-70.69037,302.1,1.04,1.02,2022-04-14 00:00:00,256,T,22,6.1NRT,288.65,3.15,N,2359302.886313743
5.65668,-71.32211,305.52,1.08,1.04,2022-04-14 00:00:00,258,T,65,6.1NRT,291.27,6.11,N,2392609.819214321
6.19592,-68.16314,312.59,1.07,1.03,2022-04-14 00:00:00,258,T,83,6.1NRT,295.83,9.8,N,2277371.8931241217
6.20778,-68.14534,311.15,1.07,1.03,2022-04-14 00:00:00,258,T,79,6.1NRT,296.56,8.29,N,2277170.9870570814
6.19924,-71.27558,301.82,1.07,1.03,2022-04-14 00:00:00,258,T,44,6.1NRT,289.9,4.12,N,2407594.109772697
6.40721,-69.88086,310.74,1.0,1.0,2022-04-14 00:00:00,258,T,80,6.1NRT,296.07,8.04,N,2347763.4597222004
6.43532,-69.87579,313.31,1.0,1.0,2022-04-14 00:00:00,258,T,86,6.1NRT,295.47,9.63,N,2348452.729972938
6.43405,-69.88474,305.21,1.0,1.0,2022-04-14 00:00:00,258,T,61,6.1NRT,294.99,4.05,N,2348805.950480439
6.48796,-70.60403,300.98,1.02,1.01,2022-04-14 00:00:00,258,T,36,6.1NRT,288.47,3.36,N,2384009.98692225
7.10418,-66.49929,309.1,1.32,1.14,2022-04-14 00:00:00,258,T,76,6.1NRT,297.54,7.63,N,2268958.5814152397
7.86085,-63.32218,316.9,2.34,1.48,2022-04-14 00:00:00,258,T,75,6.1NRT,290.55,48.7,N,2308853.650521887
7.85819,-63.34336,309.81,2.33,1.48,2022-04-14 00:00:00,258,T,30,6.1NRT,286.09,30.76,N,2308299.810663893
7.34309,-67.44431,305.97,1.17,1.08,2022-04-14 00:00:00,258,T,65,6.1NRT,294.67,6.95,N,2293545.8818396097
7.34165,-67.45485,313.53,1.17,1.08,2022-04-14 00:00:00,258,T,87,6.1NRT,295.76,13.86,N,2293737.4099555667
7.50275,-66.4201,317.27,1.36,1.15,2022-04-14 00:00:00,258,T,95,6.1NRT,296.34,19.01,N,2281852.5819495064
7.52034,-67.11256,306.69,1.23,1.1,2022-04-14 00:00:00,258,T,69,6.1NRT,295.22,7.77,N,2293032.4720824864
6.93842,-71.37141,315.19,1.06,1.03,2022-04-14 00:00:00,258,T,91,6.1NRT,288.43,14.04,N,2439660.6219046502
6.93703,-71.38092,311.04,1.06,1.03,2022-04-14 00:00:00,258,T,82,6.1NRT,287.32,10.6,N,2440108.4148297505
6.94762,-71.37279,312.85,1.06,1.03,2022-04-14 00:00:00,258,T,86,6.1NRT,289.22,11.88,N,2440100.439971064
6.94623,-71.3823,315.6,1.06,1.03,2022-04-14 00:00:00,258,T,92,6.1NRT,288.28,14.35,N,2440548.0965584745
7.17291,-70.12324,320.0,1.0,1.0,2022-04-14 00:00:00,258,T,100,6.1NRT,292.53,16.59,N,2386460.4904843764
7.17164,-70.13221,313.25,1.0,1.0,2022-04-14 00:00:00,258,T,87,6.1NRT,291.81,10.74,N,2386835.050514181
7.18186,-70.12454,305.27,1.0,1.0,2022-04-14 00:00:00,258,T,64,6.1NRT,291.77,5.48,N,2386880.259995096
7.18059,-70.13351,303.48,1.0,1.0,2022-04-14 00:00:00,258,T,55,6.1NRT,291.84,4.41,N,2387254.939349033
7.04572,-71.14655,307.05,1.04,1.02,2022-04-14 00:00:00,258,T,70,6.1NRT,287.79,7.35,N,2432221.705410509
7.04439,-71.1559,307.5,1.05,1.02,2022-04-14 00:00:00,258,T,72,6.1NRT,287.87,7.63,N,2432652.4185008965
7.41911,-68.55793,304.45,1.05,1.03,2022-04-14 00:00:00,258,T,60,6.1NRT,294.06,5.32,N,2329363.592815342
7.41781,-68.56739,314.8,1.05,1.03,2022-04-14 00:00:00,258,T,90,6.1NRT,294.19,13.27,N,2329661.806448541
7.41652,-68.57685,315.92,1.05,1.02,2022-04-14 00:00:00,258,T,92,6.1NRT,294.26,14.06,N,2329962.043370216
7.05291,-71.15384,300.09,1.04,1.02,2022-04-14 00:00:00,258,T,16,6.1NRT,287.87,3.19,N,2432891.8599985163
7.36937,-69.05377,306.76,1.02,1.01,2022-04-14 00:00:00,258,T,69,6.1NRT,295.04,5.9,N,2346813.598635279
7.3681,-69.06294,307.7,1.02,1.01,2022-04-14 00:00:00,258,T,72,6.1NRT,294.92,6.63,N,2347140.898815018
7.49523,-68.48159,309.38,1.06,1.03,2022-04-14 00:00:00,258,T,77,6.1NRT,293.65,9.1,N,2329540.035235162
7.49391,-68.49111,304.23,1.06,1.03,2022-04-14 00:00:00,258,T,59,6.1NRT,293.59,5.48,N,2329831.875268827
7.75369,-66.75201,384.61,1.3,1.13,2022-04-14 00:00:00,258,T,100,6.1NRT,301.26,251.16,N,2295890.5772170145
7.75208,-66.76369,395.52,1.3,1.13,2022-04-14 00:00:00,258,T,100,6.1NRT,303.26,329.71,N,2296001.506748674
7.75048,-66.77536,338.92,1.3,1.13,2022-04-14 00:00:00,258,T,100,6.1NRT,296.29,57.73,N,2296116.6699890387
7.7532,-66.74589,309.38,1.3,1.13,2022-04-14 00:00:00,258,T,44,6.1NRT,295.72,9.04,N,2295779.6724535683
7.75167,-66.7576,349.25,1.3,1.13,2022-04-14 00:00:00,258,T,100,6.1NRT,299.86,84.48,N,2295892.367025868
7.75014,-66.76929,335.86,1.3,1.13,2022-04-14 00:00:00,258,T,100,6.1NRT,297.39,48.24,N,2296008.6531406036
7.76335,-66.7473,354.89,1.3,1.13,2022-04-14 00:00:00,258,T,100,6.1NRT,296.22,103.64,N,2296215.5307642096
7.76181,-66.759,411.81,1.3,1.13,2022-04-14 00:00:00,258,T,100,6.1NRT,302.7,482.51,N,2296327.7117767595
7.76027,-66.7707,377.3,1.3,1.13,2022-04-14 00:00:00,258,T,100,6.1NRT,298.41,203.63,N,2296443.6543469625
7.75873,-66.78237,347.59,1.3,1.13,2022-04-14 00:00:00,258,T,100,6.1NRT,297.11,79.55,N,2296563.00047657
7.57407,-68.16353,352.88,1.09,1.04,2022-04-14 00:00:00,258,T,100,6.1NRT,297.98,76.49,N,2321811.370418083
7.57274,-68.17334,327.74,1.09,1.04,2022-04-14 00:00:00,258,T,100,6.1NRT,296.86,27.69,N,2322073.9354421743
7.77039,-66.77211,307.29,1.3,1.13,2022-04-14 00:00:00,258,T,19,6.1NRT,294.71,6.66,N,2296881.6986853853
7.69426,-67.34389,305.75,1.2,1.09,2022-04-14 00:00:00,258,T,66,6.1NRT,294.01,7.75,N,2304693.4982209867
7.5834,-68.16485,304.89,1.09,1.04,2022-04-14 00:00:00,258,T,60,6.1NRT,294.15,5.31,N,2322226.060109047
7.58073,-68.18446,306.76,1.09,1.04,2022-04-14 00:00:00,258,T,69,6.1NRT,294.63,6.48,N,2322753.052082721
7.66274,-68.00449,314.74,1.11,1.05,2022-04-14 00:00:00,258,T,90,6.1NRT,294.23,14.49,N,2320514.7550522247
7.66136,-68.01447,307.79,1.11,1.05,2022-04-14 00:00:00,258,T,72,6.1NRT,293.54,8.37,N,2320753.796642161
7.62451,-68.28016,312.36,1.08,1.04,2022-04-14 00:00:00,258,T,85,6.1NRT,295.37,10.55,N,2327699.1194559336
7.81595,-66.96619,302.63,1.26,1.12,2022-04-14 00:00:00,258,T,50,6.1NRT,292.34,5.09,N,2302065.8861800604
7.8153,-66.9724,304.67,1.26,1.12,2022-04-14 00:00:00,258,T,57,6.1NRT,292.37,6.7,N,2302152.0502739283
7.3281,-70.58733,302.25,1.01,1.01,2022-04-14 00:00:00,258,T,48,6.1NRT,286.83,4.62,N,2415473.590707043
7.32681,-70.59639,304.07,1.01,1.01,2022-04-14 00:00:00,258,T,58,6.1NRT,287.49,5.7,N,2415871.307982202
7.48602,-69.53674,306.79,1.01,1.0,2022-04-14 00:00:00,258,T,69,6.1NRT,293.53,7.07,N,2372334.2031987775
7.41904,-70.01279,310.78,1.0,1.0,2022-04-14 00:00:00,258,T,81,6.1NRT,292.04,9.23,N,2391382.4150767704
7.41777,-70.02175,310.1,1.0,1.0,2022-04-14 00:00:00,258,T,79,6.1NRT,291.68,8.72,N,2391752.123793354
7.54245,-69.59086,317.73,1.0,1.0,2022-04-14 00:00:00,258,T,96,6.1NRT,294.04,14.74,N,2377169.5167502123
7.54118,-69.59987,332.35,1.0,1.0,2022-04-14 00:00:00,258,T,100,6.1NRT,294.86,31.15,N,2377521.7380301426
7.53991,-69.60887,313.45,1.0,1.0,2022-04-14 00:00:00,258,T,87,6.1NRT,293.91,11.06,N,2377874.4742419636
7.78756,-68.08504,311.4,1.11,1.05,2022-04-14 00:00:00,258,T,82,6.1NRT,295.75,10.13,N,2328288.3593889675
8.47705,-62.87353,311.61,2.6,1.55,2022-04-14 00:00:00,258,T,65,6.1NRT,288.54,41.08,N,2348152.5601549316
8.47415,-62.89685,314.25,2.58,1.54,2022-04-14 00:00:00,258,T,89,6.1NRT,288.98,47.43,N,2347371.7442852436
7.75405,-68.39948,306.48,1.07,1.03,2022-04-14 00:00:00,258,T,67,6.1NRT,293.58,6.37,N,2337285.2691550558
7.75272,-68.40911,311.07,1.07,1.03,2022-04-14 00:00:00,258,T,81,6.1NRT,294.42,9.69,N,2337570.3154268013
7.81425,-68.35531,312.16,1.08,1.04,2022-04-14 00:00:00,258,T,84,6.1NRT,294.69,10.08,N,2338375.7380813356
7.77774,-68.62368,314.89,1.06,1.03,2022-04-14 00:00:00,258,T,90,6.1NRT,293.72,13.34,N,2346613.7412267076
7.82221,-68.36632,310.4,1.08,1.04,2022-04-14 00:00:00,258,T,79,6.1NRT,295.62,8.91,N,2339113.589439055
7.78692,-68.62498,330.6,1.06,1.03,2022-04-14 00:00:00,258,T,100,6.1NRT,294.48,31.37,N,2347070.468482374
7.82884,-68.38699,329.95,1.08,1.04,2022-04-14 00:00:00,258,T,100,6.1NRT,296.78,29.53,N,2340135.0646212236
7.83811,-68.3883,313.34,1.08,1.04,2022-04-14 00:00:00,258,T,86,6.1NRT,294.45,10.9,N,2340598.07366703
7.83679,-68.39796,305.73,1.08,1.04,2022-04-14 00:00:00,258,T,32,6.1NRT,295.18,4.7,N,2340880.763316948
7.83414,-68.41727,307.3,1.07,1.03,2022-04-14 00:00:00,258,T,55,6.1NRT,295.84,5.76,N,2341452.324741054
7.87008,-68.22396,305.54,1.09,1.04,2022-04-14 00:00:00,258,T,62,6.1NRT,294.41,5.64,N,2336431.769491374
7.84075,-68.43787,336.02,1.07,1.03,2022-04-14 00:00:00,258,T,100,6.1NRT,297.27,38.4,N,2342494.089340496
7.83943,-68.44749,311.45,1.07,1.03,2022-04-14 00:00:00,258,T,82,6.1NRT,296.15,9.1,N,2342784.0346635627
8.11408,-66.57106,313.93,1.35,1.15,2022-04-14 00:00:00,258,T,86,6.1NRT,296.09,15.1,N,2309142.0548193883
8.43957,-64.20003,310.14,2.04,1.39,2022-04-14 00:00:00,258,T,79,6.1NRT,292.84,21.92,N,2320286.2490451294
8.45445,-64.18327,303.78,2.04,1.39,2022-04-14 00:00:00,258,T,56,6.1NRT,292.64,11.14,N,2321192.4149478083
8.45203,-64.20165,313.95,2.04,1.39,2022-04-14 00:00:00,258,T,88,6.1NRT,292.65,30.58,N,2320865.161127857
7.56835,-70.64401,316.35,1.01,1.01,2022-04-14 00:00:00,258,T,93,6.1NRT,288.59,14.6,N,2428821.1872508083
8.44363,-64.18755,306.79,2.04,1.39,2022-04-14 00:00:00,258,T,59,6.1NRT,292.81,14.95,N,2320623.423282593
8.44137,-64.20599,312.14,2.04,1.39,2022-04-14 00:00:00,258,T,84,6.1NRT,292.88,25.24,N,2320305.2065904504
8.45611,-64.18922,306.38,2.04,1.39,2022-04-14 00:00:00,258,T,67,6.1NRT,292.54,15.09,N,2321203.2529219124
7.79841,-69.34126,305.73,1.01,1.01,2022-04-14 00:00:00,258,T,65,6.1NRT,294.23,5.69,N,2377389.401850237
7.91034,-68.59992,305.79,1.06,1.03,2022-04-14 00:00:00,258,T,64,6.1NRT,295.34,5.27,N,2351724.2781857955
8.12934,-67.13759,311.95,1.25,1.11,2022-04-14 00:00:00,258,T,81,6.1NRT,294.4,10.3,N,2319572.7936185487
8.12782,-67.14879,324.32,1.24,1.11,2022-04-14 00:00:00,258,T,100,6.1NRT,294.53,25.69,N,2319731.4538271306
8.1263,-67.15999,327.78,1.24,1.11,2022-04-14 00:00:00,258,T,100,6.1NRT,294.76,31.28,N,2319893.0278189788
7.82796,-69.32694,306.05,1.01,1.01,2022-04-14 00:00:00,258,T,67,6.1NRT,293.58,6.03,N,2378117.6245699325
7.73798,-69.9674,307.11,1.0,1.0,2022-04-14 00:00:00,258,T,51,6.1NRT,294.76,5.38,N,2403372.169465902
7.74693,-69.9687,308.69,1.0,1.0,2022-04-14 00:00:00,258,T,75,6.1NRT,295.06,6.58,N,2403847.600649621
7.72549,-70.24944,309.62,1.0,1.0,2022-04-14 00:00:00,258,T,78,6.1NRT,290.83,8.69,N,2416390.7431109264
7.72422,-70.25843,304.78,1.0,1.0,2022-04-14 00:00:00,258,T,62,6.1NRT,289.26,5.65,N,2416771.5114267245
7.67495,-70.73668,300.8,1.01,1.01,2022-04-14 00:00:00,258,T,32,6.1NRT,287.35,3.64,N,2438378.2958281543
8.68801,-63.1522,302.12,2.49,1.52,2022-04-14 00:00:00,258,T,47,6.1NRT,291.55,12.4,N,2351700.278693172
7.71892,-70.49357,303.25,1.01,1.0,2022-04-14 00:00:00,258,T,54,6.1NRT,285.31,5.33,N,2428154.2421063525
7.68525,-70.72891,310.16,1.01,1.01,2022-04-14 00:00:00,258,T,79,6.1NRT,287.5,9.66,N,2438458.608563672
7.68395,-70.738,303.79,1.01,1.01,2022-04-14 00:00:00,258,T,57,6.1NRT,287.75,5.46,N,2438861.6936676647
8.48749,-65.04879,305.85,1.76,1.3,2022-04-14 00:00:00,258,T,63,6.1NRT,293.76,9.63,N,2317150.917907529
7.98676,-68.9147,304.78,1.04,1.02,2022-04-14 00:00:00,258,T,61,6.1NRT,293.29,5.02,N,2367888.9509920226
7.95638,-70.24664,301.41,1.0,1.0,2022-04-14 00:00:00,258,T,41,6.1NRT,290.52,3.55,N,2427254.867680944
8.10868,-69.22722,304.93,1.02,1.01,2022-04-14 00:00:00,258,T,62,6.1NRT,294.35,4.74,N,2387237.1514578615
8.04652,-69.73711,312.52,1.0,1.0,2022-04-14 00:00:00,258,T,85,6.1NRT,292.84,10.44,N,2407291.177937957
8.34547,-67.96423,303.43,1.13,1.06,2022-04-14 00:00:00,258,T,46,6.1NRT,293.08,4.94,N,2351464.179890127
8.3441,-67.97442,310.8,1.13,1.06,2022-04-14 00:00:00,258,T,79,6.1NRT,293.5,10.75,N,2351701.3442840213
8.42936,-68.02379,314.57,1.13,1.06,2022-04-14 00:00:00,258,T,89,6.1NRT,292.96,13.66,N,2357738.22823788
8.18959,-69.89863,309.04,1.0,1.0,2022-04-14 00:00:00,258,T,76,6.1NRT,292.6,8.06,N,2422135.5820472236
8.92657,-64.575,302.62,1.94,1.36,2022-04-14 00:00:00,258,T,50,6.1NRT,292.39,9.94,N,2341806.764065072
8.8193,-65.40028,305.97,1.67,1.27,2022-04-14 00:00:00,258,T,64,6.1NRT,293.24,11.1,N,2334294.8788681063
8.6731,-66.58514,305.83,1.37,1.16,2022-04-14 00:00:00,258,T,58,6.1NRT,294.96,6.93,N,2337663.9869266823
8.50646,-68.06107,303.99,1.13,1.06,2022-04-14 00:00:00,258,T,51,6.1NRT,293.91,4.24,N,2363091.820453949
8.5051,-68.0712,319.31,1.12,1.06,2022-04-14 00:00:00,258,T,98,6.1NRT,293.97,18.19,N,2363338.6444381718
8.49404,-68.4343,303.0,1.09,1.04,2022-04-14 00:00:00,258,T,46,6.1NRT,291.93,4.37,N,2375142.9461425906
8.34647,-69.76177,306.32,1.0,1.0,2022-04-14 00:00:00,258,T,68,6.1NRT,293.03,6.15,N,2423878.886064074
8.58867,-68.48396,303.92,1.08,1.04,2022-04-14 00:00:00,258,T,52,6.1NRT,293.36,4.02,N,2382231.61684126
8.59796,-68.48527,304.24,1.08,1.04,2022-04-14 00:00:00,258,T,54,6.1NRT,293.01,4.36,N,2382804.896359189
8.60845,-68.54616,306.74,1.08,1.04,2022-04-14 00:00:00,258,T,67,6.1NRT,293.73,6.37,N,2385693.4044312076
8.75445,-68.01478,305.76,1.14,1.06,2022-04-14 00:00:00,258,T,60,6.1NRT,292.89,4.88,N,2375674.713672621
8.99743,-66.29765,311.18,1.45,1.19,2022-04-14 00:00:00,258,T,79,6.1NRT,294.18,14.05,N,2351731.5853092736
8.99568,-66.31071,306.82,1.45,1.19,2022-04-14 00:00:00,258,T,64,6.1NRT,294.05,8.82,N,2351809.7052877937
9.00151,-66.30468,309.23,1.45,1.19,2022-04-14 00:00:00,258,T,73,6.1NRT,294.06,11.29,N,2352068.1893958664
8.83827,-68.07454,305.02,1.13,1.06,2022-04-14 00:00:00,258,T,56,6.1NRT,293.24,5.15,N,2382502.1143710935
8.83688,-68.08472,306.94,1.13,1.06,2022-04-14 00:00:00,258,T,60,6.1NRT,293.5,6.35,N,2382746.3726999694
8.82161,-68.1961,306.46,1.12,1.05,2022-04-14 00:00:00,258,T,63,6.1NRT,294.77,5.77,N,2385543.6643034546
9.08676,-66.31637,310.42,1.45,1.19,2022-04-14 00:00:00,258,T,77,6.1NRT,293.97,13.44,N,2357312.21896867
8.84637,-68.08606,339.91,1.13,1.06,2022-04-14 00:00:00,258,T,100,6.1NRT,294.71,48.88,N,2383356.961930162
8.84497,-68.09624,320.08,1.13,1.06,2022-04-14 00:00:00,258,T,100,6.1NRT,295.14,17.72,N,2383603.745291428
8.85304,-68.10774,326.83,1.13,1.06,2022-04-14 00:00:00,258,T,100,6.1NRT,295.39,26.21,N,2384465.091801441
8.85164,-68.11792,310.91,1.13,1.06,2022-04-14 00:00:00,258,T,79,6.1NRT,295.64,8.29,N,2384717.045395543
9.37761,-64.00343,304.13,2.19,1.43,2022-04-14 00:00:00,258,T,40,6.1NRT,291.39,17.87,N,2374112.291083395
9.09065,-66.32272,307.26,1.45,1.19,2022-04-14 00:00:00,258,T,66,6.1NRT,293.87,9.62,N,2357638.0019037635
8.85702,-68.11416,316.89,1.13,1.06,2022-04-14 00:00:00,258,T,93,6.1NRT,295.54,15.14,N,2384916.867241119
9.38798,-64.53828,303.37,1.98,1.37,2022-04-14 00:00:00,258,T,55,6.1NRT,292.74,9.64,N,2369150.8566445084
9.3857,-64.55614,304.58,1.98,1.37,2022-04-14 00:00:00,258,T,61,6.1NRT,292.86,11.47,N,2368876.3836990525
9.56646,-63.63749,302.38,2.35,1.48,2022-04-14 00:00:00,258,T,49,6.1NRT,290.76,15.18,N,2391708.1643701773
8.90605,-69.24584,305.62,1.03,1.01,2022-04-14 00:00:00,258,T,64,6.1NRT,294.38,4.95,N,2432176.2652882813
9.65512,-63.54523,306.97,2.4,1.49,2022-04-14 00:00:00,258,T,70,6.1NRT,291.24,24.0,N,2399460.5220180703
9.65248,-63.56692,318.71,2.39,1.49,2022-04-14 00:00:00,258,T,97,6.1NRT,291.3,54.49,N,2398809.139681515
9.64726,-63.60989,307.99,2.37,1.49,2022-04-14 00:00:00,258,T,56,6.1NRT,291.3,26.88,N,2397582.269644132
9.64467,-63.63115,328.3,2.36,1.48,2022-04-14 00:00:00,258,T,100,6.1NRT,290.99,92.18,N,2397004.2527820924
9.66056,-63.61182,307.19,2.37,1.49,2022-04-14 00:00:00,258,T,61,6.1NRT,290.96,23.14,N,2398459.4591537556
9.65795,-63.63302,326.31,2.36,1.48,2022-04-14 00:00:00,258,T,100,6.1NRT,291.15,82.59,N,2397881.8174045724
9.698,-63.52895,301.36,2.41,1.5,2022-04-14 00:00:00,258,T,33,6.1NRT,290.77,12.47,N,2402816.2950255754
9.0995,-68.10853,314.65,1.13,1.06,2022-04-14 00:00:00,258,T,88,6.1NRT,293.39,12.88,N,2399862.8531904286
9.06626,-68.42164,315.72,1.1,1.05,2022-04-14 00:00:00,258,T,91,6.1NRT,295.47,13.44,N,2408630.963658332
9.73333,-63.46562,308.43,2.44,1.51,2022-04-14 00:00:00,258,T,74,6.1NRT,291.11,26.44,N,2406781.725623092
9.0756,-68.42305,318.5,1.1,1.05,2022-04-14 00:00:00,258,T,97,6.1NRT,295.73,16.23,N,2409277.7583466
9.72784,-63.47137,303.58,2.44,1.51,2022-04-14 00:00:00,258,T,56,6.1NRT,291.06,15.63,N,2406256.097547439
9.1075,-68.51421,307.55,1.09,1.04,2022-04-14 00:00:00,258,T,40,6.1NRT,291.82,9.18,N,2414704.835661357
10.05195,-64.86983,314.65,1.91,1.35,2022-04-14 00:00:00,258,T,90,6.1NRT,292.79,28.83,N,2413614.6326879375
10.06411,-64.87106,311.84,1.91,1.35,2022-04-14 00:00:00,258,T,83,6.1NRT,292.77,22.37,N,2414551.0001294035
9.67109,-68.17322,318.16,1.14,1.06,2022-04-14 00:00:00,258,T,96,6.1NRT,296.41,15.13,N,2440795.4134892114
9.67609,-68.16981,312.57,1.14,1.07,2022-04-14 00:00:00,258,T,85,6.1NRT,296.28,9.17,N,2441037.2052395944
9.70313,-68.25743,305.67,1.13,1.06,2022-04-14 00:00:00,258,T,64,6.1NRT,295.01,4.85,N,2445927.0015891762
10.21157,-64.62578,303.08,2.01,1.38,2022-04-14 00:00:00,258,T,53,6.1NRT,292.62,10.19,N,2427471.1865519886
10.21608,-64.61388,304.94,2.02,1.38,2022-04-14 00:00:00,258,T,45,6.1NRT,292.58,12.27,N,2427909.3204615945
9.93966,-68.08263,305.24,1.16,1.07,2022-04-14 00:00:00,258,T,63,6.1NRT,294.09,5.84,N,2457331.2197435494
9.93826,-68.09294,308.53,1.16,1.07,2022-04-14 00:00:00,258,T,75,6.1NRT,293.84,8.55,N,2457559.381226362
9.95355,-68.05249,306.44,1.17,1.07,2022-04-14 00:00:00,258,T,68,6.1NRT,293.44,6.65,N,2457400.5158449826
9.96316,-68.05389,307.69,1.17,1.07,2022-04-14 00:00:00,258,T,72,6.1NRT,292.89,7.72,N,2458160.7580413744
9.92621,-68.43256,306.79,1.12,1.05,2022-04-14 00:00:00,258,T,69,6.1NRT,292.83,7.62,N,2468182.835379085
10.07337,-67.62361,314.72,1.23,1.1,2022-04-14 00:00:00,258,T,90,6.1NRT,292.66,16.21,N,2453711.815722783
10.07189,-67.63472,307.61,1.23,1.1,2022-04-14 00:00:00,258,T,72,6.1NRT,292.37,9.12,N,2453906.4738946133
10.02291,-68.21716,303.24,1.15,1.07,2022-04-14 00:00:00,258,T,54,6.1NRT,292.56,5.18,N,2467938.814800977
10.0215,-68.22749,303.99,1.14,1.07,2022-04-14 00:00:00,258,T,58,6.1NRT,292.44,5.8,N,2468177.9547483525
10.08334,-71.78848,306.36,1.04,1.02,2022-04-14 00:00:00,258,T,44,6.1NRT,292.26,3.97,N,2628924.856222255
10.08198,-71.7979,307.69,1.04,1.02,2022-04-14 00:00:00,258,T,56,6.1NRT,292.0,4.95,N,2629318.5230310066
