latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,Average Dist. to All Other Fires (meters)
-13.80553,-55.52039,318.62,1.04,1.02,2022-04-19 00:00:00,1359,T,71,6.1NRT,306.78,11.93,D,2152545.6959613333
-14.01586,-54.67553,319.55,1.11,1.05,2022-04-19 00:00:00,1359,T,45,6.1NRT,306.87,11.91,D,2182588.948528628
-13.96061,-55.5262,317.25,1.04,1.02,2022-04-19 00:00:00,1359,T,68,6.1NRT,306.14,10.4,D,2154594.603329409
-13.9253,-56.66697,317.87,1.0,1.0,2022-04-19 00:00:00,1359,T,64,6.1NRT,306.88,9.17,D,2124022.5713270684
-14.06503,-55.891,314.71,1.02,1.01,2022-04-19 00:00:00,1359,T,63,6.1NRT,304.49,8.21,D,2145761.022300737
-13.79953,-57.82098,324.87,1.03,1.02,2022-04-19 00:00:00,1359,T,77,6.1NRT,306.45,15.36,D,2099619.682487457
-14.13286,-56.05986,317.04,1.01,1.01,2022-04-19 00:00:00,1359,T,45,6.1NRT,304.02,9.13,D,2142255.22194357
-14.06483,-57.09515,317.76,1.0,1.0,2022-04-19 00:00:00,1359,T,37,6.1NRT,306.2,9.06,D,2116831.687139269
-13.9788,-58.22496,327.02,1.06,1.03,2022-04-19 00:00:00,1359,T,76,6.1NRT,308.52,16.39,D,2096092.3489456421
-14.94941,-52.0341,317.06,1.65,1.26,2022-04-19 00:00:00,1359,T,42,6.1NRT,299.91,16.97,D,2306898.90858526
-14.94785,-52.03981,316.08,1.65,1.26,2022-04-19 00:00:00,1359,T,31,6.1NRT,300.33,15.66,D,2306599.594231227
-14.06999,-59.30354,342.21,1.17,1.08,2022-04-19 00:00:00,1359,T,91,6.1NRT,301.25,50.26,D,2086203.7907470034
-14.07168,-59.29272,369.74,1.17,1.08,2022-04-19 00:00:00,1359,T,100,6.1NRT,304.01,135.08,D,2086299.7638323912
-14.07337,-59.28194,326.78,1.17,1.08,2022-04-19 00:00:00,1359,T,76,6.1NRT,303.73,19.7,D,2086400.1235280407
-14.45494,-59.97962,313.35,1.26,1.12,2022-04-19 00:00:00,1359,T,55,6.1NRT,300.46,7.84,D,2090168.9319422243
-15.20774,-57.39848,319.93,1.0,1.0,2022-04-19 00:00:00,1359,T,46,6.1NRT,307.54,9.88,D,2132094.4853303945
-6.75872,-79.74712,322.03,1.0,1.0,2022-04-19 00:00:00,1537,T,65,6.1NRT,300.62,9.63,D,2780613.924425853
-7.16693,-79.53667,321.57,1.0,1.0,2022-04-19 00:00:00,1537,T,72,6.1NRT,295.89,12.09,D,2768749.7604439883
-7.16825,-79.52766,314.26,1.01,1.0,2022-04-19 00:00:00,1537,T,22,6.1NRT,295.08,5.14,D,2768115.1462674183
-7.20388,-79.47428,314.47,1.01,1.0,2022-04-19 00:00:00,1537,T,54,6.1NRT,297.11,5.81,D,2764606.5166471256
-7.22581,-79.44975,327.49,1.01,1.0,2022-04-19 00:00:00,1537,T,80,6.1NRT,298.8,17.36,D,2763048.964104489
-7.22712,-79.4407,321.78,1.01,1.0,2022-04-19 00:00:00,1537,T,67,6.1NRT,297.51,10.54,D,2762415.2754697823
-7.77559,-79.14995,318.96,1.02,1.01,2022-04-19 00:00:00,1537,T,30,6.1NRT,302.7,9.61,D,2747118.6494432893
-8.32593,-78.90411,365.79,1.05,1.02,2022-04-19 00:00:00,1537,T,100,6.1NRT,295.56,99.27,D,2736061.9429307003
-8.33511,-78.90533,321.22,1.05,1.02,2022-04-19 00:00:00,1537,T,43,6.1NRT,296.74,10.28,D,2736258.2993221562
-8.71093,-78.40682,320.56,1.1,1.04,2022-04-19 00:00:00,1537,T,70,6.1NRT,300.71,6.93,D,2706458.323414192
-8.95021,-78.52886,319.81,1.09,1.04,2022-04-19 00:00:00,1537,T,60,6.1NRT,299.21,9.0,D,2718058.686106918
-8.9516,-78.51912,320.84,1.09,1.04,2022-04-19 00:00:00,1537,T,65,6.1NRT,300.5,9.68,D,2717406.006550563
-11.13954,-75.58862,306.42,1.78,1.31,2022-04-19 00:00:00,1537,T,0,6.1NRT,283.62,13.39,D,2562922.0338987727
8.20509,-69.41669,312.24,2.58,1.54,2022-04-19 00:00:00,1531,T,23,6.1NRT,287.13,16.67,D,2400578.2965840683
6.66562,-69.62787,325.16,2.65,1.56,2022-04-19 00:00:00,1531,T,37,6.1NRT,296.58,51.54,D,2345316.403440639
6.34454,-68.77291,318.96,3.14,1.68,2022-04-19 00:00:00,1531,T,55,6.1NRT,291.15,54.34,D,2301427.2398703513
6.34001,-68.74496,321.4,3.16,1.68,2022-04-19 00:00:00,1531,T,71,6.1NRT,290.13,72.22,D,2300300.782949147
6.42774,-70.03439,333.56,2.49,1.52,2022-04-19 00:00:00,1531,T,86,6.1NRT,294.33,81.79,D,2355280.6503687897
6.42043,-70.04203,327.39,2.49,1.52,2022-04-19 00:00:00,1531,T,81,6.1NRT,293.79,47.89,D,2355384.9500226513
-32.27242,-53.33379,309.57,3.6,1.78,2022-04-19 00:00:00,1650,A,58,6.1NRT,296.65,30.53,D,3337265.53076244
-30.16976,-51.74513,308.24,2.66,1.57,2022-04-19 00:00:00,1650,A,54,6.1NRT,295.29,22.81,D,3179714.782090647
-28.63251,-49.19571,306.52,1.71,1.28,2022-04-19 00:00:00,1650,A,61,6.1NRT,294.14,8.44,D,3160058.9568344993
-27.59642,-50.12718,304.27,1.91,1.35,2022-04-19 00:00:00,1650,A,45,6.1NRT,291.77,11.97,D,3023522.764475909
-27.14034,-51.68016,302.1,2.43,1.5,2022-04-19 00:00:00,1650,A,22,6.1NRT,290.49,10.57,D,2913249.720192593
-27.01831,-51.2409,305.35,2.25,1.45,2022-04-19 00:00:00,1650,A,56,6.1NRT,293.77,11.81,D,2922995.459182223
-27.02203,-51.24527,307.36,2.25,1.45,2022-04-19 00:00:00,1650,A,60,6.1NRT,293.72,15.82,D,2923090.3680615677
-26.14405,-49.94905,306.54,1.78,1.31,2022-04-19 00:00:00,1650,A,54,6.1NRT,288.35,9.95,D,2920378.666128218
-25.96498,-51.88003,304.4,2.43,1.5,2022-04-19 00:00:00,1650,A,49,6.1NRT,291.03,16.81,D,2814705.599343701
-25.55281,-50.91947,308.65,2.04,1.39,2022-04-19 00:00:00,1650,A,61,6.1NRT,294.65,17.18,D,2828897.4862197395
-25.55482,-50.93975,311.29,2.05,1.39,2022-04-19 00:00:00,1650,A,66,6.1NRT,295.87,23.09,D,2828064.079146502
-25.49907,-51.28955,323.22,2.17,1.43,2022-04-19 00:00:00,1650,A,80,6.1NRT,297.48,61.31,D,2807668.3606365942
-25.13399,-50.73256,315.91,1.96,1.37,2022-04-19 00:00:00,1650,A,73,6.1NRT,294.31,24.41,D,2808972.878469739
-25.13189,-50.73769,319.49,1.96,1.37,2022-04-19 00:00:00,1650,A,77,6.1NRT,294.02,34.11,D,2808578.037125899
-25.16708,-51.33048,306.25,2.16,1.43,2022-04-19 00:00:00,1650,A,52,6.1NRT,294.25,16.13,D,2782788.093176987
-24.8545,-49.66643,319.36,1.64,1.26,2022-04-19 00:00:00,1650,A,77,6.1NRT,292.86,32.22,D,2845153.1434541494
-24.85503,-49.65532,306.13,1.63,1.26,2022-04-19 00:00:00,1650,A,23,6.1NRT,291.79,9.22,D,2845790.442310642
-24.85684,-49.67119,315.02,1.64,1.26,2022-04-19 00:00:00,1650,A,72,6.1NRT,292.87,22.69,D,2845051.906305199
-24.967,-52.0672,310.55,2.43,1.5,2022-04-19 00:00:00,1650,A,63,6.1NRT,294.44,26.97,D,2736583.096954065
-24.29525,-49.94618,327.59,1.68,1.27,2022-04-19 00:00:00,1652,A,83,6.1NRT,300.68,46.85,D,2793649.0253492864
-24.29713,-49.96315,332.86,1.68,1.28,2022-04-19 00:00:00,1652,A,87,6.1NRT,299.28,62.4,D,2792874.278261343
-23.15245,-45.24224,308.69,1.0,1.0,2022-04-19 00:00:00,1652,A,56,6.1NRT,296.23,4.74,D,3018417.3552227053
-23.15384,-45.25201,308.04,1.0,1.0,2022-04-19 00:00:00,1652,A,47,6.1NRT,295.66,4.53,D,3017802.561930871
-22.91307,-43.736,316.69,1.03,1.02,2022-04-19 00:00:00,1652,A,34,6.1NRT,302.15,7.79,D,3115563.4752220945
-22.90395,-43.73764,319.54,1.03,1.02,2022-04-19 00:00:00,1652,A,73,6.1NRT,301.45,10.71,D,3114944.219168002
-21.87321,-41.35122,314.3,1.35,1.15,2022-04-19 00:00:00,1652,A,68,6.1NRT,297.84,9.76,D,3252470.86401567
-22.52406,-47.15083,331.25,1.11,1.05,2022-04-19 00:00:00,1652,A,84,6.1NRT,297.86,26.68,D,2853540.8634214946
-21.7357,-42.30431,317.24,1.2,1.09,2022-04-19 00:00:00,1652,A,67,6.1NRT,298.89,10.84,D,3167934.7441370594
-21.73273,-42.29982,310.99,1.21,1.09,2022-04-19 00:00:00,1652,A,53,6.1NRT,299.24,5.56,D,3168156.4245159794
-21.73457,-42.31138,314.07,1.2,1.09,2022-04-19 00:00:00,1652,A,65,6.1NRT,299.12,8.66,D,3167310.6324228197
-21.60621,-45.5547,318.89,1.0,1.0,2022-04-19 00:00:00,1652,A,71,6.1NRT,301.67,8.93,D,2914637.1636368204
-21.32799,-45.86151,310.21,1.01,1.0,2022-04-19 00:00:00,1652,A,41,6.1NRT,297.95,3.74,D,2879663.893294857
-20.25127,-40.25069,315.83,1.71,1.28,2022-04-19 00:00:00,1652,A,0,6.1NRT,298.88,12.49,D,3275311.834678658
-20.79919,-44.7456,365.18,1.01,1.01,2022-04-19 00:00:00,1652,A,87,6.1NRT,293.26,99.55,D,2935564.092571668
-20.55146,-43.76889,314.89,1.07,1.03,2022-04-19 00:00:00,1652,A,51,6.1NRT,302.8,8.65,D,2998462.96430752
-20.60098,-45.20988,322.19,1.0,1.0,2022-04-19 00:00:00,1652,A,76,6.1NRT,296.25,14.76,D,2892970.8070179056
-20.60236,-45.21943,330.55,1.0,1.0,2022-04-19 00:00:00,1652,A,84,6.1NRT,296.59,24.51,D,2892340.3246303196
-19.93651,-42.03666,309.08,1.32,1.14,2022-04-19 00:00:00,1652,A,29,6.1NRT,292.04,7.31,D,3112602.375044838
-20.85312,-49.18938,332.57,1.35,1.15,2022-04-19 00:00:00,1652,A,85,6.1NRT,300.89,37.71,D,2644850.834878961
-20.64796,-51.73013,318.64,2.0,1.38,2022-04-19 00:00:00,1652,A,0,6.1NRT,305.62,26.29,D,2504739.18644282
-20.86539,-55.66466,324.78,3.95,1.85,2022-04-19 00:00:00,1652,A,78,6.1NRT,300.33,124.18,D,2371135.009690797
-20.86019,-55.67291,324.85,3.95,1.85,2022-04-19 00:00:00,1652,A,78,6.1NRT,299.08,115.33,D,2370661.4120850214
-19.56798,-53.723,314.75,2.73,1.58,2022-04-19 00:00:00,1652,A,49,6.1NRT,298.85,25.2,D,2373860.9190136525
-17.87809,-42.66457,311.7,1.3,1.13,2022-04-19 00:00:00,1652,A,52,6.1NRT,296.35,9.37,D,2992339.0516523435
-18.82536,-49.5652,318.75,1.34,1.15,2022-04-19 00:00:00,1652,A,60,6.1NRT,305.88,12.13,D,2540440.0553790266
-17.65035,-42.33278,317.55,1.38,1.16,2022-04-19 00:00:00,1652,A,71,6.1NRT,298.39,17.02,D,3013183.693583844
-17.82369,-48.64576,314.39,1.16,1.07,2022-04-19 00:00:00,1652,A,27,6.1NRT,301.06,6.79,D,2560872.969931254
-17.81406,-48.64725,315.63,1.16,1.07,2022-04-19 00:00:00,1652,A,51,6.1NRT,301.52,8.77,D,2560485.793624253
-16.66049,-42.11989,313.43,1.47,1.2,2022-04-19 00:00:00,1652,A,46,6.1NRT,298.7,9.5,D,3006058.092990873
-17.1621,-47.67704,324.63,1.05,1.02,2022-04-19 00:00:00,1652,A,76,6.1NRT,302.73,15.56,D,2602719.2733347225
-17.29534,-49.43233,332.18,1.26,1.12,2022-04-19 00:00:00,1652,A,85,6.1NRT,298.63,37.3,D,2498552.6465657125
-17.51501,-52.39935,312.64,2.03,1.39,2022-04-19 00:00:00,1652,A,54,6.1NRT,296.95,19.21,D,2353168.8520064265
-17.51398,-52.40488,312.85,2.03,1.39,2022-04-19 00:00:00,1652,A,35,6.1NRT,297.29,19.07,D,2352891.3422429324
-17.10159,-51.75113,317.87,1.79,1.31,2022-04-19 00:00:00,1652,A,70,6.1NRT,298.75,21.56,D,2370693.2932128343
-16.58496,-49.21236,310.1,1.2,1.09,2022-04-19 00:00:00,1652,A,16,6.1NRT,294.77,6.69,D,2492555.939119481
-15.41532,-46.30822,321.8,1.0,1.0,2022-04-19 00:00:00,1654,A,73,6.1NRT,305.28,10.38,D,2656307.858634022
-15.11449,-45.27858,321.38,1.06,1.03,2022-04-19 00:00:00,1654,A,22,6.1NRT,304.66,9.88,D,2725673.1901247073
-15.1053,-45.28008,322.87,1.06,1.03,2022-04-19 00:00:00,1654,A,44,6.1NRT,304.22,11.08,D,2725409.613381146
-14.21895,-45.38503,321.45,1.06,1.03,2022-04-19 00:00:00,1654,A,22,6.1NRT,299.06,11.53,D,2704761.98272558
-14.94822,-52.04266,316.48,1.75,1.3,2022-04-19 00:00:00,1654,A,47,6.1NRT,300.12,21.32,D,2306471.244804996
-13.40201,-48.90722,318.46,1.08,1.04,2022-04-19 00:00:00,1654,A,51,6.1NRT,300.49,8.25,D,2457751.8710110835
-13.39268,-48.90857,318.87,1.08,1.04,2022-04-19 00:00:00,1654,A,66,6.1NRT,297.67,9.33,D,2457584.3388944115
-13.12784,-49.72841,313.79,1.17,1.08,2022-04-19 00:00:00,1654,A,45,6.1NRT,297.02,8.38,D,2406329.4291417394
-13.51588,-53.4518,314.47,2.13,1.42,2022-04-19 00:00:00,1654,A,48,6.1NRT,299.39,22.78,D,2222294.881994901
-13.1771,-52.78075,315.83,1.87,1.34,2022-04-19 00:00:00,1654,A,46,6.1NRT,298.69,22.11,D,2247904.9855478057
-13.1705,-52.76902,314.53,1.87,1.34,2022-04-19 00:00:00,1654,A,60,6.1NRT,297.0,19.7,D,2248377.7638801946
-13.17265,-52.78609,314.37,1.87,1.34,2022-04-19 00:00:00,1654,A,64,6.1NRT,298.1,19.98,D,2247622.812939927
-13.61722,-56.50276,310.94,3.68,1.8,2022-04-19 00:00:00,1654,A,57,6.1NRT,295.79,32.66,D,2123600.6291202963
-13.23018,-54.09729,313.2,2.37,1.49,2022-04-19 00:00:00,1654,A,37,6.1NRT,297.54,23.48,D,2193505.6451474787
-12.85445,-52.44262,313.77,1.75,1.3,2022-04-19 00:00:00,1654,A,31,6.1NRT,297.34,16.29,D,2260951.3860402107
-13.03085,-54.17857,315.8,2.39,1.49,2022-04-19 00:00:00,1654,A,55,6.1NRT,300.46,28.42,D,2188530.001164432
-13.01743,-54.18023,316.56,2.39,1.49,2022-04-19 00:00:00,1654,A,46,6.1NRT,301.68,31.38,D,2188350.07690091
-13.29292,-57.29367,313.86,4.19,1.9,2022-04-19 00:00:00,1654,A,43,6.1NRT,299.64,51.79,D,2102727.6262849984
-12.87138,-54.6539,310.34,2.58,1.54,2022-04-19 00:00:00,1654,A,50,6.1NRT,296.24,25.13,D,2169977.6947946125
-12.77746,-54.45354,313.84,2.49,1.52,2022-04-19 00:00:00,1654,A,68,6.1NRT,300.21,32.5,D,2176370.2796576526
-11.93961,-49.69722,312.17,1.14,1.06,2022-04-19 00:00:00,1654,A,55,6.1NRT,295.02,5.92,D,2401842.5486180796
-12.6656,-58.15738,310.96,4.79,2.0,2022-04-19 00:00:00,1654,A,61,6.1NRT,294.37,54.94,D,2082561.1393068053
-12.66208,-58.1218,320.18,4.75,1.99,2022-04-19 00:00:00,1654,A,76,6.1NRT,295.34,119.59,D,2083036.32358968
-11.79094,-52.88558,311.59,1.82,1.32,2022-04-19 00:00:00,1654,A,53,6.1NRT,295.96,15.37,D,2235988.3133890363
-11.84199,-55.9024,311.39,3.13,1.68,2022-04-19 00:00:00,1654,A,63,6.1NRT,294.22,32.91,D,2125835.9807121707
-11.84343,-55.90948,312.9,3.13,1.68,2022-04-19 00:00:00,1654,A,66,6.1NRT,294.49,39.27,D,2125642.1348104198
-10.53279,-46.53613,316.25,1.04,1.02,2022-04-19 00:00:00,1654,A,48,6.1NRT,296.9,8.47,D,2603231.3522163276
-11.40182,-54.25138,310.68,2.29,1.46,2022-04-19 00:00:00,1654,A,63,6.1NRT,295.0,19.44,D,2179212.9056158913
-11.38867,-54.25312,308.51,2.29,1.46,2022-04-19 00:00:00,1654,A,38,6.1NRT,292.93,15.08,D,2179152.0144909653
-10.89576,-52.49592,313.19,1.65,1.26,2022-04-19 00:00:00,1654,A,23,6.1NRT,295.09,13.68,D,2253969.537771468
-10.8125,-53.70609,314.11,2.03,1.39,2022-04-19 00:00:00,1654,A,65,6.1NRT,297.51,22.72,D,2201459.4998299005
-10.81487,-53.72462,312.08,2.04,1.39,2022-04-19 00:00:00,1654,A,53,6.1NRT,296.13,18.58,D,2200702.812777513
7.94158,-56.67329,311.21,1.7,1.28,2022-04-19 00:00:00,1700,A,47,6.1NRT,293.09,11.06,D,2564305.952526844
7.57172,-62.03752,309.6,4.54,1.96,2022-04-19 00:00:00,1700,A,46,6.1NRT,286.36,46.17,D,2330012.9697125764
7.57237,-62.04106,310.75,4.54,1.96,2022-04-19 00:00:00,1700,A,54,6.1NRT,286.3,55.41,D,2329934.469257791
-8.84593,-49.00238,317.67,1.02,1.01,2022-04-19 00:00:00,1654,A,70,6.1NRT,296.48,7.89,D,2452749.0385097885
-8.83392,-49.23674,319.56,1.03,1.02,2022-04-19 00:00:00,1654,A,60,6.1NRT,296.28,11.51,D,2438850.482622373
0.19687,-51.01401,321.77,1.03,1.01,2022-04-19 00:00:00,1656,A,77,6.1NRT,295.5,13.21,D,2531335.847731491
0.19555,-51.02312,323.57,1.03,1.01,2022-04-19 00:00:00,1656,A,79,6.1NRT,294.94,15.12,D,2530776.8462383933
3.76148,-59.23338,309.37,3.21,1.7,2022-04-19 00:00:00,1658,A,57,6.1NRT,284.57,30.5,D,2277692.9563837843
3.87068,-59.31407,315.75,3.25,1.7,2022-04-19 00:00:00,1658,A,74,6.1NRT,283.04,42.39,D,2278500.6182954125
3.8682,-59.32095,316.61,3.25,1.7,2022-04-19 00:00:00,1658,A,64,6.1NRT,284.01,43.29,D,2278195.7152545196
-37.22317,-65.79033,300.98,1.0,1.0,2022-04-19 00:00:00,1826,A,43,6.1NRT,278.09,4.25,D,3857280.856298071
-37.2248,-65.8016,306.26,1.0,1.0,2022-04-19 00:00:00,1826,A,63,6.1NRT,279.33,7.46,D,3857668.6132742027
-33.59042,-59.54161,309.21,2.06,1.4,2022-04-19 00:00:00,1826,A,47,6.1NRT,295.58,17.37,D,3377048.427940196
-33.59495,-59.56345,311.94,2.05,1.39,2022-04-19 00:00:00,1826,A,60,6.1NRT,297.04,23.42,D,3377503.4227173156
-33.8646,-69.04041,312.56,1.09,1.04,2022-04-19 00:00:00,1826,A,38,6.1NRT,300.51,5.07,D,3556863.172294616
-33.44938,-68.87913,314.72,1.07,1.03,2022-04-19 00:00:00,1826,A,60,6.1NRT,300.58,5.52,D,3509550.8440884235
-33.4441,-68.88676,313.0,1.07,1.03,2022-04-19 00:00:00,1826,A,55,6.1NRT,301.44,4.3,D,3509258.03963774
-30.68505,-60.09831,310.17,2.22,1.44,2022-04-19 00:00:00,1826,A,53,6.1NRT,298.65,16.59,D,3068118.699333121
-29.80904,-61.43124,310.38,1.9,1.35,2022-04-19 00:00:00,1826,A,58,6.1NRT,298.38,13.2,D,2990283.0324915946
-29.81281,-61.45061,317.81,1.89,1.34,2022-04-19 00:00:00,1826,A,73,6.1NRT,298.23,28.53,D,2990818.7595679937
-29.44888,-62.15667,317.57,1.73,1.29,2022-04-19 00:00:00,1826,A,70,6.1NRT,299.16,23.89,D,2964489.057091027
-29.45226,-62.17431,310.33,1.73,1.29,2022-04-19 00:00:00,1826,A,52,6.1NRT,298.74,10.33,D,2965028.092200306
-28.80505,-60.97533,330.6,2.14,1.42,2022-04-19 00:00:00,1828,A,84,6.1NRT,300.02,69.76,D,2893626.689955889
-28.80148,-60.961,320.26,2.15,1.42,2022-04-19 00:00:00,1828,A,75,6.1NRT,299.73,38.52,D,2893200.3514116067
-28.80577,-60.98268,323.06,2.14,1.42,2022-04-19 00:00:00,1828,A,78,6.1NRT,299.76,46.71,D,2893745.937669224
-28.75362,-60.78814,311.26,2.21,1.44,2022-04-19 00:00:00,1828,A,59,6.1NRT,300.6,16.06,D,2887719.6278160145
-28.34123,-62.42268,321.92,1.76,1.3,2022-04-19 00:00:00,1828,A,74,6.1NRT,301.89,29.07,D,2868606.0450815293
-27.89745,-63.72349,316.12,1.48,1.2,2022-04-19 00:00:00,1828,A,55,6.1NRT,295.31,14.81,D,2853719.778011392
-26.42867,-58.28328,308.84,3.71,1.8,2022-04-19 00:00:00,1828,A,49,6.1NRT,296.53,33.8,D,2689586.9072904177
-26.42149,-58.29348,307.64,3.71,1.8,2022-04-19 00:00:00,1828,A,45,6.1NRT,296.95,25.9,D,2688950.562055208
-26.35334,-59.35913,308.87,3.14,1.68,2022-04-19 00:00:00,1828,A,48,6.1NRT,297.68,25.99,D,2679946.8621014263
-26.35063,-59.33173,310.45,3.16,1.68,2022-04-19 00:00:00,1828,A,56,6.1NRT,297.79,32.49,D,2679745.5101941526
-26.87446,-63.06333,330.45,1.71,1.28,2022-04-19 00:00:00,1828,A,80,6.1NRT,304.66,50.51,D,2756170.660542098
-26.84134,-63.14177,323.01,1.69,1.28,2022-04-19 00:00:00,1828,A,77,6.1NRT,303.64,30.08,D,2754997.77903902
-26.65398,-63.00238,358.07,1.74,1.29,2022-04-19 00:00:00,1828,A,99,6.1NRT,304.39,164.07,D,2737446.5138630946
-26.63918,-62.98779,319.99,1.75,1.3,2022-04-19 00:00:00,1828,A,55,6.1NRT,301.33,20.31,D,2736006.4180297386
-26.64243,-63.00511,388.83,1.74,1.29,2022-04-19 00:00:00,1828,A,100,6.1NRT,306.06,415.54,D,2736582.2194779185
-25.90774,-61.20821,318.56,2.4,1.49,2022-04-19 00:00:00,1828,A,72,6.1NRT,303.11,33.08,D,2653606.8761052275
-25.91251,-61.23177,342.51,2.39,1.49,2022-04-19 00:00:00,1828,A,92,6.1NRT,305.31,145.04,D,2654203.963778025
-27.41918,-70.26274,320.01,1.06,1.03,2022-04-19 00:00:00,1828,A,71,6.1NRT,306.36,8.08,D,3029287.6562149706
-25.91287,-61.21436,330.65,2.4,1.49,2022-04-19 00:00:00,1828,A,84,6.1NRT,304.3,79.0,D,2654061.012410297
-25.91749,-61.23796,326.71,2.39,1.49,2022-04-19 00:00:00,1828,A,81,6.1NRT,304.47,61.85,D,2654649.0446268385
-25.58879,-61.60211,334.71,2.29,1.46,2022-04-19 00:00:00,1828,A,87,6.1NRT,303.89,85.96,D,2633627.185676132
-25.58761,-61.58652,319.72,2.29,1.47,2022-04-19 00:00:00,1828,A,62,6.1NRT,305.55,30.25,D,2633350.6644867444
-25.57456,-61.58971,337.12,2.29,1.47,2022-04-19 00:00:00,1828,A,88,6.1NRT,305.78,101.2,D,2632407.2635122146
-25.57898,-61.61225,329.47,2.29,1.46,2022-04-19 00:00:00,1828,A,79,6.1NRT,303.86,65.37,D,2633012.7870986373
-22.31977,-68.88744,322.81,1.02,1.01,2022-04-19 00:00:00,1830,A,66,6.1NRT,307.84,11.06,D,2625668.969671265
-20.04951,-58.97502,315.63,4.68,1.98,2022-04-19 00:00:00,1830,A,64,6.1NRT,298.21,50.73,D,2277440.6875844654
-18.18769,-61.92601,320.48,3.14,1.68,2022-04-19 00:00:00,1832,A,73,6.1NRT,297.88,64.89,D,2208853.9894521856
-18.2448,-62.68934,315.84,2.75,1.59,2022-04-19 00:00:00,1832,A,65,6.1NRT,297.37,34.34,D,2222862.173453554
-17.3419,-63.69807,319.54,2.42,1.5,2022-04-19 00:00:00,1832,A,72,6.1NRT,297.08,43.65,D,2209068.5068975906
-16.74063,-63.79292,311.22,2.45,1.51,2022-04-19 00:00:00,1832,A,54,6.1NRT,296.52,14.63,D,2190330.913468964
-16.12676,-60.74423,316.95,4.25,1.91,2022-04-19 00:00:00,1832,A,60,6.1NRT,298.05,66.65,D,2128403.188787263
-17.49006,-71.35609,339.03,1.0,1.0,2022-04-19 00:00:00,1832,A,0,6.1NRT,310.51,23.98,D,2506691.5400610846
-15.53917,-65.18836,314.45,2.03,1.39,2022-04-19 00:00:00,1832,A,66,6.1NRT,298.72,17.32,D,2188280.202507168
-14.75615,-64.83936,314.75,2.23,1.45,2022-04-19 00:00:00,1832,A,65,6.1NRT,297.39,21.71,D,2157672.771589304
-15.78598,-71.85591,324.07,1.01,1.0,2022-04-19 00:00:00,1832,A,69,6.1NRT,307.75,13.27,D,2469906.228391497
-13.67462,-66.10435,316.72,1.88,1.34,2022-04-19 00:00:00,1832,A,68,6.1NRT,298.34,17.54,D,2166387.863980482
-13.67844,-66.09295,314.32,1.89,1.34,2022-04-19 00:00:00,1832,A,63,6.1NRT,297.05,13.07,D,2166133.1160325124
-13.63465,-66.59966,313.09,1.73,1.29,2022-04-19 00:00:00,1832,A,28,6.1NRT,298.03,9.79,D,2180933.6464620233
-13.57146,-66.29256,323.63,1.83,1.32,2022-04-19 00:00:00,1832,A,77,6.1NRT,296.72,35.12,D,2169817.9473494496
-13.6231,-66.60168,320.61,1.73,1.29,2022-04-19 00:00:00,1832,A,74,6.1NRT,298.72,25.25,D,2180740.9475384257
-13.50034,-66.2776,314.06,1.84,1.33,2022-04-19 00:00:00,1832,A,59,6.1NRT,298.45,12.43,D,2167838.383799131
-13.47378,-66.26498,313.96,1.85,1.33,2022-04-19 00:00:00,1832,A,62,6.1NRT,297.53,11.96,D,2166896.193804875
-13.42481,-66.51741,312.21,1.77,1.3,2022-04-19 00:00:00,1832,A,22,6.1NRT,294.95,8.71,D,2173713.729186997
-13.41315,-66.51949,315.5,1.77,1.3,2022-04-19 00:00:00,1832,A,61,6.1NRT,297.98,14.06,D,2173534.8258337514
-13.34902,-68.11621,312.23,1.37,1.16,2022-04-19 00:00:00,1832,A,57,6.1NRT,297.25,9.15,D,2229241.098576331
-12.66333,-66.51527,315.71,1.83,1.32,2022-04-19 00:00:00,1832,A,66,6.1NRT,294.74,17.9,D,2159321.750002635
-12.53572,-67.20463,311.35,1.64,1.26,2022-04-19 00:00:00,1832,A,50,6.1NRT,293.41,8.18,D,2179662.6558692963
-11.25772,-74.6424,313.0,1.15,1.07,2022-04-19 00:00:00,1834,A,45,6.1NRT,298.44,8.11,D,2508370.729766395
-10.33916,-74.78176,315.3,1.14,1.06,2022-04-19 00:00:00,1834,A,68,6.1NRT,293.22,11.97,D,2500028.292295826
-8.83256,-74.65224,314.59,1.09,1.04,2022-04-19 00:00:00,1834,A,61,6.1NRT,293.73,8.9,D,2470673.2506878744
-8.7125,-74.63156,315.63,1.09,1.04,2022-04-19 00:00:00,1834,A,67,6.1NRT,298.55,8.89,D,2468024.036456446
-9.10704,-78.50479,321.84,1.94,1.36,2022-04-19 00:00:00,1834,A,48,6.1NRT,300.0,16.66,D,2718613.782406667
-8.10396,-75.21855,324.96,1.14,1.06,2022-04-19 00:00:00,1834,A,81,6.1NRT,291.55,22.19,D,2495406.5830569384
-6.68285,-79.41831,347.28,2.09,1.41,2022-04-19 00:00:00,1834,A,71,6.1NRT,284.98,145.1,D,2756470.281117956
-6.68542,-79.43729,324.41,2.1,1.41,2022-04-19 00:00:00,1834,A,65,6.1NRT,284.31,43.75,D,2757840.5672293412
-5.88986,-76.11584,310.24,1.2,1.09,2022-04-19 00:00:00,1834,A,23,6.1NRT,291.29,6.0,D,2532444.72934765
